soccode,soctitle,onetcode,onettitle,occupation,freq,source
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",49-9021.02,Refrigeration Mechanics and Installers,APPLIANCE REPAIR TECHNICIAN,5,ONET-DUP
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",49-9021.02,Refrigeration Mechanics and Installers,HVAC/R SERVICE TECHNICIAN,1,ONET-DUP
49-9031,Home appliance repairers,49-9031.00,Home Appliance Repairers,SERVICE TECH,159,ONET-DUP
49-9031,Home appliance repairers,49-9031.00,Home Appliance Repairers,APPLIANCE TECH,17,ONET-DM
49-9031,Home appliance repairers,49-9031.00,Home Appliance Repairers,APPLIANCE INSTALLER,4,ONET-DUP
49-9031,Home appliance repairers,49-9031.00,Home Appliance Repairers,REPAIR MAN,2,ONET-DUP
49-9031,Home appliance repairers,49-9031.00,Home Appliance Repairers,APPLIANCE REPAIR TECH,2,ONET-DUP
49-9031,Home appliance repairers,49-9031.00,Home Appliance Repairers,STOVE INSTALLER,1,DMTF
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,INDUSTRIAL MECHANIC,25,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,OUTFITTER,17,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,MACHINE ADJUSTER,3,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,PRODUCTION MECHANIC,2,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,SECTION LEADER,2,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,COOLING TOWER TECHNICIAN,1,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,MACHINE TOOL REBUILDER,1,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,TOOLING MECHANIC,1,ONET-DUP
49-9041,Industrial machinery mechanics,49-9041.00,Industrial Machinery Mechanics,TURBINE MECHANIC,1,ONET-DUP
49-9043,"Maintenance workers, machinery",49-9043.00,"Maintenance Workers, Machinery",AIRCRAFT FUELER,4,ONET-DUP
49-9043,"Maintenance workers, machinery",49-9043.00,"Maintenance Workers, Machinery",SHUTTLER,4,ONET-DUP
49-9044,Millwrights,49-9044.00,Millwrights,MILLWRIGHT,106,ONET-DUP
49-9044,Millwrights,49-9044.00,Millwrights,MAINTENANCE MILLWRIGHT,12,DMTF
49-9044,Millwrights,49-9044.00,Millwrights,MILLWRIGHT APPRENTICE,1,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,POWER LINEMAN,11,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,ELECTRICAL LINEMAN,7,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,LINEWORKER,5,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,ELECTRICAL LINEWORKER,2,DMTF
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,LOCATE TECHNICIAN,2,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,UTILITY LOCATE TECHNICIAN,2,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,AERIAL LINEMAN,1,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,ELECTRIC LINEMAN,1,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,LINE MAINTAINER,1,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,SERVICEMAN,1,ONET-DUP
49-9051,Electrical power-line installers and repairers,49-9051.00,Electrical Power-Line Installers and Repairers,TOWER FOREMAN,1,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,LINEMAN,146,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,FIBER OPTIC TECHNICIAN,11,DMTF
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,CABLE INSTALLER,10,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,LINE LEAD,10,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,FIBER TECHNICIAN,8,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,FIBER SPLICER,5,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,SPLICING TECHNICIAN,4,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,TELEPHONE CABLE SPLICER,2,DMTF
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,CABLE SYSTEMS INSTALLER,1,ONET-DUP
49-9052,Telecommunications line installers and repairers,49-9052.00,Telecommunications Line Installers and Repairers,FIBER OPTIC SPLICER,1,ONET-DUP
49-9061,Camera and photographic equipment repairers,49-9061.00,Camera and Photographic Equipment Repairers,PHOTO TECH,21,ONET-DM
49-9061,Camera and photographic equipment repairers,49-9061.00,Camera and Photographic Equipment Repairers,CAMERA TECHNICIAN,17,ONET-DUP
49-9061,Camera and photographic equipment repairers,49-9061.00,Camera and Photographic Equipment Repairers,PHOTO TECHNOLOGIST,1,ONET-DUP
49-9062,Medical equipment repairers,49-9062.00,Medical Equipment Repairers,BIOMED TECH,19,ONET-DUP
49-9062,Medical equipment repairers,49-9062.00,Medical Equipment Repairers,BMET,13,DMTF
49-9062,Medical equipment repairers,49-9062.00,Medical Equipment Repairers,BIOMEDICAL EQUIPMENT TECHNICIAN,9,DMTF
49-9062,Medical equipment repairers,49-9062.00,Medical Equipment Repairers,BIOMEDICAL ELECTRONICS TECHNICIAN,2,DMTF
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,LUTHIER,132,DMTF
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,PIANO TECHNICIAN,108,DMTF
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,PIANO TUNER,50,DMTF
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,GUITAR TECHNICIAN,12,ONET-DUP
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,BAND INSTRUMENT REPAIR TECHNICIAN,4,DMTF
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,PIPE ORGAN TECHNICIAN,2,DMTF
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,INSTRUMENT REPAIR TECHNICIAN,2,ONET-DUP
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,GUITAR BUILDER,1,DMTF
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,INSTRUMENT BUILDER,1,ONET-DUP
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,TUNER,1,ONET-DUP
49-9063,Musical instrument repairers and tuners,49-9063.00,Musical Instrument Repairers and Tuners,VOICER,1,ONET-DUP
49-9064,Watch repairers,49-9064.00,Watch Repairers,WATCHMAKER,29,DMTF
49-9064,Watch repairers,49-9064.00,Watch Repairers,CLOCKMAKER,12,DMTF
49-9064,Watch repairers,49-9064.00,Watch Repairers,HOROLOGIST,4,DMTF
49-9064,Watch repairers,49-9064.00,Watch Repairers,CLOCKSMITH,3,DMTF
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",HANDYMAN,567,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",MAINTENANCE TECHNICIAN,239,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",MAINTENANCE WORKER,111,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",MAINTENANCE MECHANIC,102,DMTF
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",REPAIR TECHNICIAN,56,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",HANDY MAN,28,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",INDUSTRIAL MAINTENANCE TECHNICIAN,5,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",MAINTENANCE PERSON,4,ONET-DM
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",BUILDING MECHANIC,3,DMTF
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",MECHANICAL ADJUSTER,3,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",FACILITY MAINTENANCE TECHNICIAN,2,ONET-DUP
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",BUILDING MAINTENANCE MECHANIC,1,DMTF
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",PLANT MAINTENANCE TECHNICIAN,1,DMTF
49-9071,"Maintenance and repair workers, general",49-9071.00,"Maintenance and Repair Workers, General",EQUIPMENT ENGINEERING TECHNICIAN,1,ONET-DUP
49-9081,Wind turbine service technicians,49-9081.00,Wind Turbine Service Technicians,WIND TURBINE TECHNICIAN,30,DMTF
49-9081,Wind turbine service technicians,49-9081.00,Wind Turbine Service Technicians,WIND TECHNICIAN,22,ONET-DM
49-9081,Wind turbine service technicians,49-9081.00,Wind Turbine Service Technicians,ENERGY TECHNICIAN,9,ONET-DUP
49-9081,Wind turbine service technicians,49-9081.00,Wind Turbine Service Technicians,TURBINE TECHNICIAN,2,ONET-DUP
49-9091,"Coin, vending, and amusement machine servicers and repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",SLOT TECHNICIAN,13,DMTF
49-9091,"Coin, vending, and amusement machine servicers and repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",ARCADE GAME TECHNICIAN,3,ONET-DUP
49-9091,"Coin, vending, and amusement machine servicers and repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",VENDING ATTENDANT,2,ONET-DUP
49-9091,"Coin, vending, and amusement machine servicers and repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",ARCADE TECHNICIAN,1,ONET-DUP
49-9091,"Coin, vending, and amusement machine servicers and repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",VENDING MACHINE MECHANIC,1,ONET-DUP
49-9091,"Coin, vending, and amusement machine servicers and repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",VENDING TECHNICIAN,1,ONET-DUP
49-9092,Commercial divers,49-9092.00,Commercial Divers,COMMERCIAL DIVER,14,DMTF
49-9092,Commercial divers,49-9092.00,Commercial Divers,DIVEMASTER,3,ONET-DUP
49-9092,Commercial divers,49-9092.00,Commercial Divers,NAVY DIVER,2,ONET-DUP
49-9092,Commercial divers,49-9092.00,Commercial Divers,SCUBA DIVER,1,DMTF
49-9094,Locksmiths and safe repairers,49-9094.00,Locksmiths and Safe Repairers,LOCKSMITH,125,DMTF
49-9094,Locksmiths and safe repairers,49-9094.00,Locksmiths and Safe Repairers,LOCKSMITH APPRENTICE,3,ONET-DUP
49-9094,Locksmiths and safe repairers,49-9094.00,Locksmiths and Safe Repairers,CMS,2,ONET-DUP
49-9094,Locksmiths and safe repairers,49-9094.00,Locksmiths and Safe Repairers,LOCK TECHNICIAN,1,DMTF
49-9095,Manufactured building and mobile home installers,49-9095.00,Manufactured Building and Mobile Home Installers,MASTER CRAFTSMAN,3,ONET-DUP
49-9096,Riggers,49-9096.00,Riggers,GRIP,64,ONET-DUP
49-9096,Riggers,49-9096.00,Riggers,RIGGER,52,ONET-DUP
49-9096,Riggers,49-9096.00,Riggers,PARACHUTE RIGGER,4,DMTF
49-9096,Riggers,49-9096.00,Riggers,THEATRICAL RIGGER,1,DMTF
49-9097,Signal and track switch repairers,49-9097.00,Signal and Track Switch Repairers,SIGNAL MAINTAINER,15,ONET-DUP
49-9097,Signal and track switch repairers,49-9097.00,Signal and Track Switch Repairers,SIGNAL TECHNICIAN,1,ONET-DUP
49-9098,"Helpers--installation, maintenance, and repair workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",LIGHTING TECHNICIAN,59,ONET-DM
49-9098,"Helpers--installation, maintenance, and repair workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",MAINTENANCE CLERK,4,ONET-DUP
49-9098,"Helpers--installation, maintenance, and repair workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",MECHANIC HELPER,2,ONET-DUP
49-9098,"Helpers--installation, maintenance, and repair workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",BLACKSMITH ASSISTANT,1,ONET-DUP
49-9098,"Helpers--installation, maintenance, and repair workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",FACILITIES MAINTENANCE TECHNICIAN,1,ONET-DUP
49-9099,"Installation, maintenance, and repair workers, all other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",INSTALLER,207,ONET-DUP
49-9099,"Installation, maintenance, and repair workers, all other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",GUNSMITH,3,DMTF
49-9099,"Installation, maintenance, and repair workers, all other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",SKI LIFT MECHANIC,1,DMTF
49-9099,"Installation, maintenance, and repair workers, all other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",VOTING MACHINE MECHANIC,1,ONET-DM
49-9099,"Installation, maintenance, and repair workers, all other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",SWIMMING POOL MAINTENANCE,1,ONET-DUP
49-9099,"Installation, maintenance, and repair workers, all other",49-9099.01,Geothermal Technicians,CRO,48,ONET-DM
49-9099,"Installation, maintenance, and repair workers, all other",49-9099.01,Geothermal Technicians,PPO,3,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,SHIFT LEADER,234,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PRODUCTION SUPERVISOR,187,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,LEADER,63,ONET-DM
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,BOSS,55,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,MANUFACTURING SUPERVISOR,26,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,SHOP FOREMAN,18,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,QC SUPERVISOR,15,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,BAKERY SUPERVISOR,8,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PACKAGING MANAGER,8,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PREPRESS MANAGER,6,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PRODUCTION TEAM LEADER,6,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PACKAGING SUPERVISOR,5,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,FACTORY SUPERVISOR,4,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PROPERTIES SUPERVISOR,4,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,ASSEMBLY SUPERVISOR,3,DMTF
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,FOUNDRY SUPERVISOR,3,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PROCESS COORDINATOR,3,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,ASSEMBLY LINE SUPERVISOR,2,DMTF
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,FABRICATION SUPERVISOR,2,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,INSPECTION SUPERVISOR,2,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PRESSROOM SUPERVISOR,2,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PROCESSING SUPERVISOR,2,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,SHIPPING/RECEIVING MANAGER,2,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,WATER TREATMENT PLANT SUPERVISOR,2,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,PRINTING SUPERVISOR,1,DMTF
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,DRAWING SUPERVISOR,1,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,ELECTRONICS SUPERVISOR,1,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,EMBROIDERY SUPERVISOR,1,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,MACHINE SHOP SUPERVISOR,1,ONET-DUP
51-1011,First-line supervisors of production and operating workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,MECHANICAL SUPERVISOR,1,ONET-DUP
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",POWERPLANT OPERATOR,2,ONET-DUP
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",PRECISION ASSEMBLER,2,ONET-DUP
51-2021,"Coil winders, tapers, and finishers",51-2021.00,"Coil Winders, Tapers, and Finishers",COIL WINDER,3,DMTF
51-2021,"Coil winders, tapers, and finishers",51-2021.00,"Coil Winders, Tapers, and Finishers",MOTOR WINDER,1,DMTF
51-2022,Electrical and electronic equipment assemblers,51-2022.00,Electrical and Electronic Equipment Assemblers,ELECTRICAL ASSEMBLER,9,DMTF
51-2022,Electrical and electronic equipment assemblers,51-2022.00,Electrical and Electronic Equipment Assemblers,ELECTRONIC ASSEMBLER,7,DMTF
51-2022,Electrical and electronic equipment assemblers,51-2022.00,Electrical and Electronic Equipment Assemblers,COMPUTER BUILDER,4,ONET-DUP
51-2022,Electrical and electronic equipment assemblers,51-2022.00,Electrical and Electronic Equipment Assemblers,ELECTRICAL PANEL BUILDER,2,ONET-DUP
51-2022,Electrical and electronic equipment assemblers,51-2022.00,Electrical and Electronic Equipment Assemblers,GRID OPERATOR,1,ONET-DUP
51-2023,Electromechanical equipment assemblers,51-2023.00,Electromechanical Equipment Assemblers,ELECTROMECHANICAL TECHNICIAN,3,ONET-DUP
51-2023,Electromechanical equipment assemblers,51-2023.00,Electromechanical Equipment Assemblers,ELECTROMECHANICAL ASSEMBLER,2,DMTF
51-2031,Engine and other machine assemblers,51-2031.00,Engine and Other Machine Assemblers,MACHINE BUILDER,6,DMTF
51-2031,Engine and other machine assemblers,51-2031.00,Engine and Other Machine Assemblers,ENGINE BUILDER,1,DMTF
51-2031,Engine and other machine assemblers,51-2031.00,Engine and Other Machine Assemblers,AUTOMATION MACHINE BUILDER,1,ONET-DUP
51-2041,Structural metal fabricators and fitters,51-2041.00,Structural Metal Fabricators and Fitters,FABRICATOR,166,ONET-DUP
51-2041,Structural metal fabricators and fitters,51-2041.00,Structural Metal Fabricators and Fitters,STEELWORKER,117,ONET-DM
51-2041,Structural metal fabricators and fitters,51-2041.00,Structural Metal Fabricators and Fitters,METAL FABRICATOR,29,ONET-DUP
51-2041,Structural metal fabricators and fitters,51-2041.00,Structural Metal Fabricators and Fitters,STRUCTURAL FITTER,1,ONET-DUP
51-2091,Fiberglass laminators and fabricators,51-2091.00,Fiberglass Laminators and Fabricators,COMPOSITE MECHANIC,1,ONET-DUP
51-2091,Fiberglass laminators and fabricators,51-2091.00,Fiberglass Laminators and Fabricators,WINDING OPERATOR,1,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,FACTORY WORKER,432,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,ASSEMBLER,358,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,ASSEMBLY,214,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,PRODUCTION ASSOCIATE,158,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,LINE WORKER,53,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,ASSEMBLY WORKER,52,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,ASSEMBLY TECHNICIAN,34,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,ASSEMBLY LINE WORKER,31,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,ASSEMBLY OPERATOR,21,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,CAROUSEL OPERATOR,3,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,LEAD PERSON,2,ONET-DUP
51-2092,Team assemblers,51-2092.00,Team Assemblers,ASSEMBLY ASSOCIATE,1,ONET-DUP
51-2093,Timing device assemblers and adjusters,51-2093.00,Timing Device Assemblers and Adjusters,WATCH TECHNICIAN,1,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",SIGN MAKER,38,ONET-DM
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",DOLL MAKER,10,DMTF
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",ORGAN BUILDER,4,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",HARDWARE INSTALLER,3,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",CHAIR CANER,2,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",CLAMP OPERATOR,2,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",CRATE BUILDER,1,DMTF
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",BODY BUILDER,1,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",CAN MAKER,1,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",FRAMING CONSULTANT,1,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",PLASTIC FABRICATOR,1,ONET-DUP
51-2099,"Assemblers and fabricators, all other",51-2099.00,"Assemblers and Fabricators, All Other",WINDOW MAKER,1,ONET-DUP
51-3011,Bakers,51-3011.00,Bakers,BAKER,1277,ONET-DUP
51-3011,Bakers,51-3011.00,Bakers,CAKE DECORATOR,142,ONET-DUP
51-3011,Bakers,51-3011.00,Bakers,PASTRY COOK,41,ONET-DUP
51-3011,Bakers,51-3011.00,Bakers,BREAD BAKER,8,DMTF
51-3011,Bakers,51-3011.00,Bakers,PIE MAKER,8,DMTF
51-3011,Bakers,51-3011.00,Bakers,NIGHT BAKER,6,ONET-DUP
51-3011,Bakers,51-3011.00,Bakers,DOUGH MAKER,4,DMTF
51-3011,Bakers,51-3011.00,Bakers,BAKERY TEAM MEMBER,4,ONET-DUP
51-3011,Bakers,51-3011.00,Bakers,BAGEL MAKER,2,DMTF
51-3011,Bakers,51-3011.00,Bakers,PANNER,2,ONET-DUP
51-3011,Bakers,51-3011.00,Bakers,PASTRY BAKER,1,DMTF
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,BUTCHER,164,DMTF
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,MEAT CUTTER,147,ONET-DUP
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,MEAT CLERK,75,DMTF
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,SEAFOOD CLERK,30,ONET-DUP
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,MEAT MANAGER,11,ONET-DM
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,JOURNEYMAN MEAT CUTTER,3,ONET-DUP
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,MEAT TEAM MEMBER,3,ONET-DUP
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,BUTCHER APPRENTICE,2,DMTF
51-3021,Butchers and meat cutters,51-3021.00,Butchers and Meat Cutters,MEAT SUPERVISOR,2,ONET-DUP
51-3022,"Meat, poultry, and fish cutters and trimmers",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",MEATCUTTER,9,ONET-DM
51-3022,"Meat, poultry, and fish cutters and trimmers",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",OYSTER SHUCKER,1,DMTF
51-3023,Slaughterers and meat packers,51-3023.00,Slaughterers and Meat Packers,MEAT PACKER,8,DMTF
51-3023,Slaughterers and meat packers,51-3023.00,Slaughterers and Meat Packers,MEAT PROCESSOR,8,DMTF
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",COFFEE ROASTER,125,DMTF
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",ROASTMASTER,3,ONET-DUP
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",MEAT SMOKER,2,DMTF
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",BAKING ASSISTANT,2,ONET-DUP
